通用规范字ID,字头,结构,部件,偏旁变体,部首,拼音与部件名称,笔画数,笔顺,笔顺提示
7652,榍,,"木,屑",,,xiè,,,
7653,疐,,"孛_1_4,田,疋",,,zhì,,,
7654,,,"匽,鸟",,,yǎn,,,
7655,酺,,"酉,甫",,,pú,,,
7656,酾,,"酉,丽",,,shāi,,,
7657,酲,,"酉,呈",,,chéng,,,
7658,酴,,"酉,余",,,tú,,,
7659,碶,,"石,契",,,qì,,,
7660,䃎,,"石,奓",,,zhǎ,,,
7661,,,"石,览",,,,,,
7662,碨,,"石,畏",,,wèi,,,
7663,𥔲,,"石,咢",,,è,,,
7664,碹,,"石,宣",,,xuàn,,,
7665,碥,,"石,扁",,,biǎn,,,
7666,劂,,"厥,刂",,,jué,,,
7667,𫚖,,"此,鱼",,,jì,,,
7668,䴗,,"狊,鸟",,,jú,,,
7669,夥,,"果,多",,,huǒ,,,
7670,瞍,,"目,叟",,,sǒu,,,
7671,鹖,,"曷,鸟",,,hé,,,
7672,㬎,,"日,𢇁",,,xiǎn,,,
7673,跽,,"足,忌",,,jì,,,
7674,蜾,,"虫,果",,,guǒ,,,
7675,幖,,"巾,票",,,biāo,,,
7676,嶍,,"山,習",,,xí,,,
7677,圙,,"囗,八,面",,,lüè,,,
7678,𨱏,,"钅,荅",,,dā/sà,,,
7679,锺,,"钅,重",,,zhōng,,,
7680,锼,,"钅,叟",,,sōu,,,
7681,锽,,"钅,皇",,,huáng,,,
7682,,,"钅,侯",,,hóu,,,
7683,锾,,"钅,爰",,,huán,,,
7684,锿,,"钅,哀",,,āi,,,
7685,镃,,"钅,兹",,,zī,,,
7686,镄,,"钅,费",,,fèi,,,
7687,镅,,"钅,眉",,,méi,,,
7688,馝,,"香,必",,,bì,,,
7689,鹙,,"秋,鸟",,,qiū,,,
7690,箨,,"竹,择",,,tuò,,,
7691,箖,,"竹,林",,,lín,,,
7692,劄,,"答,刂",,,zhá,,,
7693,僬,,"亻,焦",,,jiāo,,,
7694,僦,,"亻,就",,,jiù,,,
7695,僔,,"亻,尊",,,zǔn,,,
7696,僎,,"亻,巽",,,zhuàn,,,
7697,槃,,"般,木",,,pán,,,
7698,㙦,,"斜,土",,,xié,,,
7699,鲒,,"鱼,吉",,,jié,,,
7700,鲕,,"鱼,而",,,ér,,,
7701,𫚕,,"鱼,师",,,shī,,,
7702,鲖,,"鱼,同",,,tóng,,,
7703,鲗,,"鱼,则",,,zéi,,,
7704,鲘,,"鱼,后",,,hòu,,,
7705,鲙,,"鱼,会",,,kuài,,,
7706,,,"鱼,兆",,,zhào,,,
7707,,,"鱼,危",,,wéi,,,
7708,𩽾,,"鱼,安",,,ān,,,
7709,夐,,"⺈,冂,人,目,夂,",,,xiòng,,,
7710,獍,,"犭,竟",,,jìng,,,
7711,飗,,"风,留",,,liú,,,
7712,,,"狱,鸟",,,yuè,,,
7713,凘,,"冫,斯",,,sī,,,
7714,廑,,"广,堇",,,jǐn,,,
7715,廙,,"广,異",,,yì,,,
7716,瘗,,"㾜_j,土",,,yì,,,
7717,瘥,,"疒,差",,,chài/cuó,,,
7718,瘕,,"疒,叚",,,jiǎ,,,
7719,鲝,,"羊,鱼",,,zhǎ,,,
7720,鄫,,"曾,阝",,,céng,,,
7721,熇,,"火,高",,,hè,,,
7722,漹,,"氵,焉",,,yān,,,
7723,漖,,"氵,教",,,jiào,,,
7724,潆,,"氵,萦",,,yíng,,,
7725,漤,,"氵,婪",,,lǎn,,,
7726,潩,,"氵,異",,,yì,,,
7727,漼,,"氵,崔",,,cuī,,,
7728,漴,,"氵,崇",,,zhuàng,,,
7729,㽏,,"洽,甘",,,gàn,,,
7730,漈,,"氵,祭",,,jì,,,
7731,漋,,"氵,隆",,,lóng,,,
7732,漻,,"氵,翏",,,liáo,,,
7733,慬,,"忄,堇",,,jìn,,,
7734,窬,,"穴,俞",,,yú,,,
7735,窭,,"穴,娄",,,jù,,,
7736,㮾,,"朗,木",,,lǎng,,,
7737,,,"讠,惠",,,huì,,,
7738,褕,,"衤,俞",,,yú,,,
7739,禛,,"礻,真",,,zhēn,,,
7740,禚,,"礻,羔",,,zhuó,,,
7741,隩,,"阝,奥",,,yù,,,
7742,嫕,,"女,悘",,,yì,,,
7743,嫭,,"女,虖",,,hù,,,
7744,嫜,,"女,章",,,zhāng,,,
7745,嫪,,"女,翏",,,lào,,,
7746,,,"纟,寅",,,yǎn/yǐn,,,
7747,㻬,,"王,雩",,,tú,,,
7748,麹,,"麦,匊",,,qū/qǔ,,,
7749,璆,,"王,翏",,,qiú,,,
7750,漦,,"𠩺,水",,,tāi,,,
7751,叇,,"云,逮",,,dài,,,
7752,墣,,"土,菐",,,pú,,,
7753,墦,,"土,番",,,fán,,,
7754,墡,,"土,善",,,shàn,,,
7755,劐,,"蒦,刂",,,huō,,,
7756,薁,,"艹,奥",,,yù,,,
7757,蕰,,"艹,温",,,wēn,,,
7758,蔃,,"艹,强",,,jiàng,,,
7759,鼒,,"才,鼎",,,zī,,,
7760,槱,,"木,酉,灬",,,yǒu,,,
7761,鹝,,"鬲,鸟",,,yì,,,
7762,磏,,"石,兼",,,lián,,,
7763,磉,,"石,桑",,,sǎng,,,
7764,殣,,"歹,堇",,,jìn,,,
7765,慭,,"𪺽,心",,,yìn,,,
7766,霅,,"雨,言",,,zhà,,,
7767,暵,,"日,漢_4_14",,,hàn,,,
7768,暲,,"日,章",,,zhāng,,,
7769,暶,,"日,旋",,,xuán,,,
7770,踦,,"足,奇",,,yǐ,,,
7771,踣,,"足,咅",,,bó,,,
7772,䗖,,"虫,带",,,dì,,,
7773,蝘,,"虫,匽",,,yǎn,,,
7774,蝲,,"虫,剌",,,là,,,
7775,蝤,,"虫,酋",,,qiú/yóu,,,
7776,噇,,"口,童",,,chuáng,,,
7777,噂,,"口,尊",,,zǔn,,,
7778,噀,,"口,巽",,,xùn,,,
7779,罶,,"罒,留",,,liǔ,,,
7780,嶲,,"山,雋",,,xī,,,
7781,嶓,,"山,番",,,bō,,,
7782,㠇,,"山,就",,,jiù,,,
7783,嶟,,"山,尊",,,zūn,,,
7784,嶒,,"山,曾",,,céng,,,
7785,镆,,"钅,莫",,,mò,,,
7786,镈,,"钅,尃",,,bó,,,
7787,镋,,"钅,党",,,tāng/táng,,,
7788,镎,,"钅,拿",,,ná,,,
7789,,,"钅,翁",,,wēng,,,
7790,镕,,"钅,容",,,róng,,,
7791,稹,,"禾,真",,,zhěn,,,
7792,儇,,"亻,睘",,,xuān,,,
7793,皞,,"白,皋",,,hào,,,
7794,皛,,"白,白,白",,,xiǎo/jiǎo,,,
7795,䴘,,"虒,鸟",,,tī,,,
7796,艎,,"舟,皇",,,huáng,,,
7797,艏,,"舟,首",,,shǒu,,,
7798,鹟,,"翁,鸟",,,wēng,,,
7799,𩾃,,"鱼,免",,,miǎn,,,
7800,鲦,,"鱼,条",,,tiáo,,,
7801,鲪,,"鱼,君",,,jūn,,,
7802,鲬,,"鱼,甬",,,yǒng,,,
7803,橥,,"猪,木",,,zhū,,,
7804,觭,,"角,奇",,,jī,,,
7805,鹠,,"留,鸟",,,liú,,,
7806,鹡,,"脊,鸟",,,jí,,,
7807,糇,,"米,侯",,,hóu,,,
7808,糈,,"米,胥",,,xǔ,,,
7809,翦,,"前,羽",,,jiǎn,,,
7810,鹢,,"益,鸟",,,yì,,,
7811,鹣,,"兼,鸟",,,jiān,,,
7812,熛,,"火,票",,,biāo,,,
7813,潖,,"氵,琶",,,pá,,,
7814,潵,,"氵,散",,,sǎ,,,
7815,㵐,,"氵,厥",,,jué,,,
7816,澂,,"氵,𢽠",,,chéng,,,
7817,澛,,"氵,鲁",,,lǔ,,,
7818,瑬,,"流,玉",,,liú,,,
7819,潽,,"氵,普",,,pū,,,
7820,潾,,"氵,粦",,,lín,,,
7821,潏,,"氵,矞",,,jué,,,
7822,憭,,"忄,尞",,,liǎo,,,
7823,憕,,"忄,登",,,chéng,,,
7824,,,"𡨄,鸟",,,xiān,,,
7825,戭,,"寅,戈",,,yǐn,,,
7826,褯,,"衤,席",,,jiè,,,
7827,禤,,"礻,禤_5_15",,,xuān,,,
7828,𫍽,,"讠,睘",,,xuān,,,
7829,嫽,,"女,尞",,,liáo,,,
7830,遹,,"矞,辶",,,yù,,,
7831,,,"马,粦",,,lín,,,
7832,璥,,"王,敬",,,jǐng,,,
7833,璲,,"王,遂",,,suì,,,
7834,璒,,"王,登",,,dēng,,,
7835,憙,,"喜,心",,,xǐ,,,
7836,擐,,"扌,睘",,,huàn,,,
7837,鄹,,"聚,阝",,,zōu,,,
7838,薳,,"艹,遠",,,wěi,,,
7839,鞔,,"革,免",,,mán,,,
7840,黇,,"黄,占",,,tiān,,,
7841,,,"艹,频",,,pín/píng,,,
7842,蕗,,"艹,路",,,lù,,,
7843,薢,,"艹,解",,,xiè,,,
7844,蕹,,"艹,雍",,,wèng,,,
7845,橞,,"木,惠",,,huì,,,
7846,橑,,"木,尞",,,ǎo,,,
7847,橦,,"木,童",,,tóng,,,
7848,醑,,"酉,胥",,,xǔ,,,
7849,觱,,"咸,角",,,bì,,,
7850,磡,,"石,勘",,,kàn,,,
7851,𥕢,,"石,曹",,,cáo,,,
7852,磜,,"石,祭",,,qì,,,
7853,豮,,"豕,贲",,,fén,,,
7854,,,"车,遂",,,suì,,,
7855,,,"齿,奇",,,yǐ,,,
7856,𫠜,,"齿,兒",,,ní,,,
7857,鹾,,"卤,差",,,cuó,,,
7858,虤,,"虎,虎",,,yán,,,
7859,暿,,"日,喜",,,xī,,,
7860,曌,,"明,空",,,zhào,,,
7861,曈,,"日,童",,,tóng,,,
7862,㬚,,"日,徹_4_15",,,chè,,,
7863,蹅,,"足,查",,,chǎ,,,
7864,踶,,"足,是",,,dì,,,
7865,䗛,,"虫,脩",,,xiū,,,
7866,螗,,"虫,唐",,,táng,,,
7867,疁,,"田,翏",,,liú,,,
7868,㠓,,"山,蒙",,,méng,,,
7869,幪,,"巾,蒙",,,méng,,,
7870,𪩘,,"山,献",,,yǎn,,,
7871,嶦,,"山,詹",,,zhān,,,
7872,,,"巾,彗",,,wèi/suì,,,
7873,𨱑,,"钅,黄",,,huáng,,,
7874,,,"钅,敝",,,piě,,,
7875,馞,,"香,孛",,,bó,,,
7876,穄,,"禾,祭",,,jì,,,
7877,篚,,"竹,匪",,,fěi,,,
7878,篯,,"竹,钱",,,jiān,,,
7879,簉,,"竹,造",,,zào,,,
7880,鼽,,"鼻,九",,,qiū,,,
7881,衠,,"行,真",,,zhūn,,,
7882,盦,,"酓,皿",,,ān,,,
7883,螣,,"朕,虫",,,téng,,,
7884,縢,,"朕,糸",,,téng,,,
7885,鲭,,"鱼,青",,,qīng,,,
7886,鲯,,"鱼,其",,,qí,,,
7887,鲰,,"鱼,取",,,zōu,,,
7888,鲺,,"鱼,虱",,,shī,,,
7889,鲹,,"鱼,参",,,shēn,,,
7890,𫗴,,"饣,亶",,,zhān,,,
7891,亸,,"享,单",,,duǒ,,,
7892,癀,,"疒,黄",,,huáng,,,
7893,瘭,,"疒,票",,,biāo,,,
7894,,,"族,鸟",,,zhuó,,,
7895,羱,,"羊,原",,,yuán,,,
7896,糒,,"米,𤰇",,,bèi,,,
7897,燋,,"火,焦",,,jiāo,,,
7898,熻,,"火,翕",,,xī,,,
7899,燊,,"焱,木",,,shēn,,,
7900,燚,,"炎,炎",,,yì,,,
7901,燏,,"火,矞",,,yù,,,
7902,濩,,"氵,蒦",,,hù,,,
7903,濋,,"氵,楚",,,chǔ,,,
7904,澪,,"氵,零",,,líng,,,
7905,澽,,"氵,豦",,,jù,,,
7906,澴,,"氵,睘",,,huán,,,
7907,澭,,"氵,雍",,,yōng,,,
7908,澼,,"氵,辟",,,pì,,,
7909,憷,,"忄,楚",,,chù,,,
7910,憺,,"忄,詹",,,dàn,,,
7911,懔,,"忄,禀",,,lǐn,,,
7912,黉,,"学_1_5,黄",,,hóng,,,
7913,嬛,,"女,睘",,,huán,,,
7914,鹨,,"翏,鸟",,,liù,,,
7915,翯,,"羽,高",,,hè,,,
7916,𫄷,,"纟,意",,,yì,,,
7917,璱,,"王,瑟",,,sè,,,
7918,𤩽,,"王,献",,,huán,,,
7919,璬,,"王,敫",,,jiǎo,,,
7920,璮,,"王,亶",,,tǎn,,,
7921,髽,,"髟,坐",,,zhuā,,,
7922,擿,,"扌,適",,,tī/tì,,,
7923,薿,,"艹,疑",,,nǐ,,,
7924,薸,,"艹,漂",,,piáo,,,
7925,檑,,"木,雷",,,léi,,,
7926,櫆,,"木,魁",,,kuí,,,
7927,檞,,"木,解",,,jiě,,,
7928,醨,,"酉,离",,,lí,,,
7929,繄,,"殹,糸",,,yī,,,
7930,磹,,"石,覃",,,diàn,,,
7931,磻,,"石,番",,,pán,,,
7932,瞫,,"目,覃",,,shěn,,,
7933,瞵,,"目,粦",,,lín,,,
7934,蹐,,"足,脊",,,jí,,,
7935,蟏,,"虫,萧",,,xiāo,,,
7936,㘎,,"口,阚",,,hǎn,,,
7937,,,"钅,喜",,,,,,
7938,镤,,"钅,菐",,,pú,,,
7939,,,"钅,黑",,,,,,
7940,𫔍,,"钅,番",,,fán,,,
7941,镥,,"钅,鲁",,,lú,,,
7942,镨,,"钅,普",,,pǔ,,,
7943,,,"钅,粦",,,lín,,,
7944,𨱔,,"钅,尊",,,zūn,,,
7945,,,"钅,遂",,,suì,,,
7946,𫔎,,"钅,矞",,,jué/yù,,,
7947,矰,,"矢,曾",,,zēng,,,
7948,穙,,"禾,菐",,,pú,,,
7949,穜,,"禾,童",,,tóng,,,
7950,穟,,"禾,遂",,,suì,,,
7951,簕,,"竹,勒",,,lè,,,
7952,簃,,"竹,移",,,yí,,,
7953,簏,,"竹,鹿",,,lù,,,
7954,儦,,"亻,麃",,,biāo,,,
7955,魋,,"鬼,隹",,,tuí,,,
7956,斶,,"斤,蜀",,,chù,,,
7957,艚,,"舟,曹",,,cáo,,,
7958,,,"番,鸟",,,fán,,,
7959,谿,,"奚,谷",,,xī,,,
7960,䲠,,"鱼,春",,,chūn,,,
7961,鯻_j,,"鱼,剌",,,là,,,
7962,鲾,,"鱼,畐",,,bī,,,
7963,,,"鱼,柬",,,liàn,,,
7964,鲿,,"鱼,尝",,,cháng,,,
7965,鳁,,"鱼,昷",,,wēn,,,
7966,鳂,,"鱼,畏",,,wēi,,,
7967,鳈,,"鱼,泉",,,quán,,,
7968,鳉,,"鱼,将",,,jiāng,,,
7969,獯,,"犭,熏",,,xūn,,,
7970,䗪,,"庶,虫",,,zhè,,,
7971,馘,,"首,或",,,guó,,,
7972,襕,,"衤,阑",,,lán,,,
7973,襚,,"衤,遂",,,suì,,,
7974,,,"既,鱼",,,jì,,,
7975,螱,,"尉,虫",,,wèi,,,
7976,甓,,"辟,瓦",,,pì,,,
7977,嬬,,"女,需",,,rú,,,
7978,嬥,,"女,翟",,,diào,,,
7979,𦈡,,"纟,需",,,xū/rú,,,
7980,,,"纟,熏",,,xūn,,,
7981,瓀,,"王,需",,,ruǎn,,,
7982,釐,,"𠩺,里",,,lí,,,
7983,鬶,,"规,鬲",,,guī,,,
7984,爇,,"蓺,灬",,,ruò,,,
7985,鞳,,"革,荅",,,tà,,,
7986,鞮,,"革,是",,,dī,,,
7987,,,"艹,鹝",,,yì,,,
7988,藟,,"艹,畾",,,lěi,,,
7989,藦,,"艹,摩",,,mò,,,
7990,藨,,"艹,麃",,,biāo/piǎo,,,
7991,鹲,,"蒙,鸟",,,méng,,,
7992,檫,,"木,察",,,chá,,,
7993,黡,,"厌,黑",,,yǎn,,,
7994,礞,,"石,蒙",,,méng,,,
7995,礌,,"石,雷",,,léi,,,
7996,𥖨,,"石,喿",,,zào,,,
7997,蹢,,"足,啇",,,dí,,,
7998,蹜,,"足,宿",,,sù,,,
7999,蟫,,"虫,覃",,,yín,,,
8000,䗴,,"虫,筳",,,tíng,,,
8001,嚚,,"㗊,臣",,,yín,,,
8002,髃,,"骨,禺",,,yú,,,
8003,镮,,"钅,睘",,,huán,,,
8004,镱,,"钅,意",,,yì,,,
8005,酂,,"赞,阝",,,zuǎn/cuò,,,
8006,馧,,"香,昷",,,wò,,,
8007,簠,,"竹,甫,皿",,,fǔ,,,
8008,簝,,"竹,尞",,,liáo,,,
8009,簰,,"竹,牌",,,pái,,,
8010,鼫,,"鼠,石",,,shí,,,
8011,鼩,,"鼠,句",,,qú,,,
8012,皦,,"白,敫",,,jiǎo,,,
8013,臑,,"月,需",,,nào,,,
8014,䲢,,"朕,鱼",,,téng,,,
8015,鳑,,"鱼,旁",,,páng,,,
8016,鳒,,"鱼,兼",,,jiān,,,
8017,鹱,,"鸟,蒦",,,hù,,,
8018,鹯,,"亶,鸟",,,zhān,,,
8019,癗,,"疒,雷",,,lěi,,,
8020,𦒍,,"童,羽",,,tóng,,,
8021,旞,,"㫃,遂",,,suì,,,
8022,翷,,"粦,羽",,,lín,,,
8023,冁,,"单,展",,,chǎn,,,
8024,䎖,,"曾,羽",,,zēng,,,
8025,瀔,,"氵,穀",,,gǔ,,,
8026,瀍,,"氵,廛",,,chán,,,
8027,瀌,,"氵,麃",,,biāo,,,
8028,襜,,"衤,詹",,,chān,,,
8029,䴙,,"辟,鸟",,,pì,,,
8030,,,"纟,墨",,,mò,,,
8031,嚭,,"喜,否",,,pǐ,,,
8032,㰀,,"木,黎",,,lí,,,
8033,鬷,,"鬲,㚇",,,zōng,,,
8034,醭,,"酉,菐",,,bú,,,
8035,蹯,,"足,番",,,fán,,,
8036,蠋,,"虫,蜀",,,zhú,,,
8037,翾,,"睘,羽",,,xuān,,,
8038,鳘,,"敏,鱼",,,mǐn,,,
8039,儳,,"亻,毚",,,chán/chàn,,,
8040,儴,,"亻,襄",,,ráng,,,
8041,鼗,,"兆,鼓",,,táo,,,
8042,鰶_j,,"鱼,祭",,,jì,,,
8043,𩾌,,"鱼,康",,,kāng,,,
8044,鳚,,"鱼,尉",,,wèi,,,
8045,鳛,,"鱼,習",,,xí,,,
8046,麑,,"鹿,兒",,,ní,,,
8047,麖,,"鹿,京",,,jīng,,,
8048,蠃,,"𣎆,虫",,,luǒ,,,
8049,彟,,"寻,蒦",,,yuē,,,
8050,嬿,,"女,燕",,,yàn,,,
8051,鬒,,"髟,真",,,zhěn,,,
8052,蘘,,"艹,襄",,,ráng,,,
8053,欂,,"木,薄",,,bó,,,
8054,醵,,"酉,豦",,,jù,,,
8055,颥,,"需,页",,,rú,,,
8056,甗,,"鬳,瓦",,,yǎn,,,
8057,𨟠,,"瞿,阝",,,què/quān/jué,,,
8058,巇,,"山,戲",,,xī,,,
8059,酅,,"巂,阝",,,xī,,,
8060,髎,,"骨,翏",,,liáo,,,
8061,犨,,"雔,牛",,,chōu,,,
8062,,,"鱼,喜",,,xī/xǐ,,,
8063,𨭉,,"斌,金",,,bān,,,
8064,㸌,,"火,霍",,,huò,,,
8065,爔,,"火,羲",,,xī,,,
8066,瀱,,"氵,罽",,,jì,,,
8067,瀹,,"氵,龠",,,yuè,,,
8068,瀼,,"氵,襄",,,ráng,,,
8069,瀵,,"氵,糞",,,fèn,,,
8070,襫,,"衤,奭",,,shì,,,
8071,孅,,"女,韱",,,xiān,,,
8072,骦,,"马,霜",,,shuāng,,,
8073,,,"纟,襄",,,rǎng/xiāng,,,
8074,耰,,"耒,憂",,,yōu,,,
8075,𤫉,,"王,燮",,,xiè,,,
8076,瓖,,"王,襄",,,xiāng,,,
8077,鬘,,"髟,曼",,,mán,,,
8078,趯,,"走,翟",,,tì,,,
8079,,,"齿,楚",,,chǔ,,,
8080,罍,,"畾,缶",,,léi,,,
8081,鼱,,"鼠,青",,,jīng,,,
8082,鳠,,"鱼,蒦",,,hù,,,
8083,鳡,,"鱼,感",,,gǎn,,,
8084,鳣,,"鱼,亶",,,zhān,,,
8085,爟,,"火,雚",,,guàn,,,
8086,爚,,"火,龠",,,yuè,,,
8087,灈,,"氵,瞿",,,jú,,,
8088,韂,,"革,詹",,,chàn,,,
8089,糵,,"薛,米",,,niè,,,
8090,蘼,,"艹,靡",,,ní,,,
8091,礵,,"石,霜",,,shuāng,,,
8092,鹴,,"霜,鸟",,,shuāng,,,
8093,躔,,"足,廛",,,chán,,,
8094,皭,,"白,爵",,,jué,,,
8095,龢,,"龠,禾",,,hé,,,
8096,鳤,,"鱼,管",,,guǎn,,,
8097,亹,,"亠,舋",,,mén/wěi,,,
8098,籥,,"竹,龠",,,yuè,,,
8099,鼷,,"鼠,奚",,,xī,,,
8100,𫚭,,"鱼,巤",,,liè,,,
8101,玃,,"犭,矍",,,jué,,,
8102,醾,,"酉,糜",,,mí,,,
8103,齇,,"鼻,虘",,,zhā,,,
8104,觿,,"角,巂",,,xī,,,
8105,蠼,,"虫,矍",,,qú,,,
8106,𠦝,,"十,日,十",,,cháozìpáng/朝字旁,,,
8107,𤴔,,"乛,止",,,shūzìpáng/疏字旁,,,
8108,龷,,"艹,一",,,xīzìtóu/昔字头,,,
8109,㔾,,"",,,juǎnzìdǐ/卷字底,,,
8110,𠂉,,"",,,wòrén/卧人,,,
8111,𠂆,,"",,,fǎnzìkuàng/反字框,,,
8112,𧰨,,"",,,gèng/豕省,,,
8113,㧜,,"扌,匝",,,liè,,,
8114,𠂇,,"",,,zuǒzìkuàng/左字框,,,
8115,㒸,,"丷,豕",,,suì,,,
8116,豙,,"立,𧰨",,,yì,,,
8117,孛_1_4,,"十,冖",,,bèizìtóu/孛字头,,,
8118,罙,,"㓁,木",,,shēn,,,
8119,棥,,"林,爻",,,fán,,,
8120,𠮥,,"⺈,口",,,,,,
8121,旡,,"",,,jì/既字边,,,
8122,𣦵,,"⺊,𠔼",,,,,,
8123,車,,"",,,chē/jū,,,
8124,𠁳,,"山,丰,丰",,,,,,
8125,埶,,"坴,丸",,,yì,,,
8126,兇,,"凶,儿",,,xiōng,,,
8127,䖒,,"虍,豆",,,xī,,,
8128,𨊥,,"車,凵",,,,,,
8129,𡉉,,"土,𠔼",,,què/qiāng,,,
8130,𡿨,,"",,,quǎn,,5,
8131,㽞,,"吅,田",,,liú,,,
8132,𠱠,,"口,口,口",,,líng,,,
8133,兓,,"旡,旡",,,jīn/zàn,,,
8134,㦰,,"从,戈",,,jiān/jiǎn,,,
8135,㲋,,"𠮥,比",,,chuò,,,
8136,𣦻,,"𣦵,又",,,chān,,,
8137,𠖇,,"冖,旲",,,,,,
8138,𠂭,,"㐅,丶,丶,丶,丶,",,,,,,
8139,㚇,,"兇,夂",,,zōng,,,
8140,隹_3_8,,"",,,,,,
8141,壯,,"爿,士",,,zhuàng,,,
8142,孨,,"子,子,子",,,zhuǎn,,,
8143,㡯,,"广,乇",,,zhái/duó,,,
8144,䏍,,"厶,月",,,yuān/yuàn,,,
8145,遠,,"袁,辶",,,yuǎn,,,
8146,㼌,,"瓜,瓜",,,yǔ,,,
8147,𥁓,,"右,皿",,,yòu,,,
8148,憂,,"㥑,夂",,,yōu,,,
8149,𪺽,,"来,犬",,,yìn,,,
8150,垔,,"覀,土",,,yīn,,,
8151,囙,,"",,,yīn,,,
8152,蓺,,"艹,埶",,,yì,,,
8153,義,,"𦍌,我",,,yì,,,
8154,悘,,"医,心",,,yī,,,
8155,殹,,"医,殳",,,yì,,,
8156,𦔮,,"耳,乚",,,yì,,,
8157,卬_1_2,,"",,,,,,
8158,鬳,,"虍,鬲",,,yàn/quàn,,,
8159,酓,,"今,酉",,,yǎn,,,
8160,禤_5_15,,"罒,羽",,,,,,
8161,舋,,"𦥑,同,冖,且",,,xìn,,,
8162,韰,,"𣦼,韭",,,xiè,,,
8163,縣,,"x,系",,,xiàn,,,
8164,韱,,"㦰,韭",,,xiān,,,
8165,戲,,"䖒,戈",,,xì,,,
8166,習,,"羽,白",,,xí,,,
8167,𠩺,,"未,攵,厂",,,xī,,,
8168,敄,,"矛,攵",,,mù,,,
8169,微_4_13,,"𡵂,攵",,,,,,
8170,橐_1_12,,"x,石",,,,,,
8171,筳,,"竹,廷",,,tíng,,,
8172,𠬢,,"屮,又",,,tāo,,,
8173,臺,,"吉,冖,至",,,tái,,,
8174,𢇁,,"𢆶,灬",,,,,,
8175,適,,"啇,辶",,,shì,,,
8176,殇_5_9,,"𠂉,𠃓",,,shānɡshěng/𥏫省,,,
8177,羴,,"羊,羊,羊",,,shān,,,
8178,睿_1_5,,"⺊,冖,一",,,,,,
8179,㓹,,"厂,剡",,,ruì,,,
8180,甤,,"豕,生",,,ruí,,,
8181,耎,,"而,大",,,ruǎn,,,
8182,媷,,"女,辱",,,rù,,,
8183,𣪊,,"𡉉,殳",,,qiāng/què,,,
8184,睘,,"罒,𠮛,𧘇",,,qióng,,,
8185,㾜_j,,"疒,夹",,,qiè,,,
8186,匧_j,,"匚,夹",,,qiè,,,
8187,朁,,"兓,日",,,cǎn,,,
8188,䏌,,"八,月",,,xì/qì,,,
8189,𢼄,,"户,攵",,,jiù,,,
8190,僕,,"亻,菐",,,pū/pú,,,
8191,菐,,"业,养_1_7",,,pú,,,
8192,甹,,"由,丂",,,pīng,,,
8193,萠,,"艹,朋",,,méng,,,
8194,皅,,"白,巴",,,pā,,,
8195,牜,,"",,,niú,,3121,
8196,寧_1_7,,"宀,心",,,,,,
8197,敃,,"民,攵",,,mǐn,,,
8198,𥁑,,"必,皿",,,mì,,,
8199,夢_1_10,,"艹,目,冖",,,,,,
8200,畧,,"田,各",,,lüè,,,
8201,侖,,"亼,𠕁",,,lún,,,
8202,寽,,"爫,寸",,,lù/lǜ,,,
8203,霝,,"雨,𠱠",,,líng,,,
8204,𠫤,,"㐅,厷",,,,,,
8205,巤,,"巛,x",,,liè,,,
8206,𡿪,,"巛,夕",,,liè,,,
8207,𥝢,,"禾,x",,,lì,,,
8208,豊,,"曲,豆",,,fēng,,,
8209,貍,,"豸,里",,,lí,,,
8210,畾,,"田,田,田",,,léi,,,
8211,阞,,"阝,力",,,lè,,,
8212,巜,,"𡿨,𡿨",,,kuài,,,
8213,炏,,"火,火",,,kài,,,
8214,𫔭,,"门,开",,,kāi,,,
8215,欮,,"屰,欠",,,jué,,,
8216,雋,,"隹,弓",,,juàn,,,
8217,豦,,"虍,豕",,,jù/qù,,,
8218,䀠,,"目,目",,,jù,,,
8219,狊,,"目,犬",,,jú,,,
8220,𦥑,,"印_1_3,彐",,,jū,,,
8221,匛,,"匚,久",,,jiù,,,
8222,進,,"隹,辶",,,jìn,,,
8223,金_3_8,,"一,土,丷",,,,,,
8224,魝_j,,"鱼,刂",,,jié/jiè,,,
8225,滘_4_13,,"㓁,工,口",,,,,,
8226,畟,,"田,八,夂",,,cè,,,
8227,𣪠,,"𨊥,殳",,,jī/jì,,,
8228,赍_1_8,,"十,从,冖",,,,,,
8229,蒦,,"萑,又",,,huò/wò,,,
8230,昬,,"民,日",,,hūn,,,
8231,圂,,"囗,豕",,,hùn,,,
8232,虖,,"虍,乎",,,hū,,,
8233,㕡,,"䜭,又",,,hè,,,
8234,號,,"号,虎",,,hào,,,
8235,漢_4_14,,"",,,,,,
8236,巂,,"山,隹,冏",,,guī/xié,,,
8237,卝,,"x,⺊",,,guàn,,,
8238,穀,,"𣪊,禾",,,gǔ,,,
8239,冓,,"𠀎,冉",,,gòu/gōu,,,
8240,鬲_7_10,,"",,,,,,
8241,槀,,"高,木",,,gǎo,,,
8242,夰,,"大,齐_5_6",,,gǎo,,,
8243,睪,,"罒,幸",,,gāo,,,
8244,幹,,"倝,干",,,gàn,,,
8245,豐,,"𠁳,豆",,,fēng,,,
8246,糞,,"米,田,共",,,fèn,,,
8247,𠇍,,"人,㣺",,,,,,
8248,兒,,"臼,儿",,,ér,,,
8249,德_4_11,,"十,罒,一",,,,,,
8250,眔,,"罒,氺",,,dà/tà,,,
8251,虘,,"虍,且",,,cuó,,,
