通用规范字ID,字头,结构,部件,偏旁变体,部首,拼音与部件名称,笔画数,笔顺,笔顺提示
2650,赋,左右,"贝,武",,贝,fù,12,0000000000000253411212154,
2651,赌,左右,"贝,者",,贝,dǔ,12,0000000000000253412132511,
2652,赎,左右,"贝,卖",,贝,shú,12,0000000000000253412544134,
2653,赐,左右,"贝,易",,贝,cì,12,0000000000000253425113533,
2654,赔,左右,"贝,咅",,贝,péi,12,0000000000000253441431251,
2655,黑,上下,"黑_1_8,灬",,黑,hēi,12,0000000000000254312114444,第三笔是点，不是横。
2656,铸,左右,"钅,寿",,钅,zhù,12,0000000000000311151113124,
2657,铺,左右,"钅,甫",,钅,pū/pù,12,0000000000000311151251124,
2658,链,左右,"钅,连",,钅,liàn,12,0000000000000311151512454,右面的“车”最后一笔是竖，不是横。
2659,销,左右,"钅,肖",,钅,xiāo,12,0000000000000311152432511,
2660,锁,左右,"钅,琐_5_11",,钅,suǒ,12,0000000000000311152432534,
2661,锄,左右,"钅,助",,钅,chú,12,0000000000000311152511153,
2662,锅,左右,"钅,呙",,钅,guō,12,0000000000000311152512534,
2663,锈,左右,"钅,秀",,钅,xiù,12,0000000000000311153123453,
2664,锋,左右,"钅,夆",,钅,fēng,12,0000000000000311153541112,
2665,锌,左右,"钅,辛",,钅,xīn,12,0000000000000311154143112,
2666,锐,左右,"钅,兑",,钅,ruì,12,0000000000000311154325135,
2667,甥,左右,"生,男",,生,shēng,12,0000000000000311212512153,
2668,掰,左中右,"手,分,手",,手,bāi,12,0000000000000311334533112,
2669,短,左右,"矢,豆",,矢,duǎn,12,0000000000000311341251431,
2670,智,上下,"知,日",,日,zhì,12,0000000000000311342512511,
2671,氮,半包围,"气,炎",,气,dàn,12,0000000000000311543344334,里面的“火”第一笔是点，不是撇。
2672,毯,半包围,"毛,炎",,毛,tǎn,12,0000000000000311543344334,里面的“火”第一笔是点，不是撇。
2673,氯,半包围,"气,录",,气,lǜ,12,0000000000000311551124134,
2674,鹅,左右,"我,鸟",,鸟,é,12,0000000000000312153435451,
2675,剩,左右,"乘,刂",,刂,shèng,12,0000000000000312211353422,第四笔是竖，不是横，第七笔是撇，不是竖弯钩。
2676,稍,左右,"禾,肖",,禾,shāo/shào,12,0000000000000312342432511,
2677,程,左右,"禾,呈",,禾,chéng,12,0000000000000312342511121,
2678,稀,左右,"禾,希",,禾,xī,12,0000000000000312343413252,
2679,税,左右,"禾,兑",,禾,shuì,12,0000000000000312344325135,
2680,筐,上下,"竹,匡",,竹,kuāng,12,0000000000000314314111215,下面的“匡”第二笔是横，不是竖折。
2681,等,上下,"竹,寺",,竹,děng,12,0000000000000314314121124,
2682,筑,上下,"竹,巩",,竹,zhù,12,0000000000000314314121354,
2683,策,上下,"竹,朿",,竹,cè,12,0000000000000314314125234,
2684,筛,上下,"竹,师",,竹,shāi,12,0000000000000314314231252,
2685,筒,上下,"竹,同",,竹,tǒng,12,0000000000000314314251251,
2686,筏,上下,"竹,伐",,竹,fá,12,0000000000000314314321534,
2687,答,上下,"竹,合",,竹,dá/dā,12,0000000000000314314341251,
2688,筋,上下,"竹,肋",,竹,jīn,12,0000000000000314314351153,
2689,筝,上下,"竹,争",,竹,zhēng,12,0000000000000314314355112,
2690,傲,左右,"亻,敖",,亻,ào,12,0000000000000321121533134,右面的“敖”第五笔是横折钩，不是撇。
2691,傅,左右,"亻,尃",,亻,fù,12,0000000000000321251124124,
2692,牌,左右,"片,卑",,片,pái,12,0000000000000321532511312,左面的“片”第二笔是竖，不是横。
2693,堡,上下,"保,土",,土,bǎo/bǔ/pù,12,0000000000000322511234121,
2694,集,上下,"隹,木",,隹,jí,12,0000000000000324111211234,
2695,焦,上下,"隹,灬",,隹,jiāo,12,0000000000000324111214444,
2696,傍,左右,"亻,旁",,亻,bàng,12,0000000000000324143454153,右面的“方”第三笔是横折钩，不是撇。
2697,储,左右,"亻,诸",,亻,chǔ,12,0000000000000324512132511,
2698,皓,左右,"白,告",,白,hào,12,0000000000000325113121251,
2699,皖,左右,"白,完",,白,wǎn,12,0000000000000325114451135,
2700,粤,上下,"粤_1_9,亏",,丿,yuè,12,0000000000000325431234115,
2701,奥,上下,"向_1_3,类",,大,ào,12,0000000000000325431234134,
2702,街,左中右,"行,圭",,彳,jiē,12,0000000000000332121121112,
2703,惩,上下,"征,心",,心,chéng,12,0000000000000332121214544,
2704,御,左右,"彳,卸",,彳,yù,12,0000000000000332311212152,
2705,循,左右,"彳,盾",,彳,xún,12,0000000000000332331225111,
2706,艇,左右,"舟,廷",,舟,tǐng,12,0000000000000335414312154,左面的“舟”第四笔是点，不是横。
2707,舒,左右,"舍,予",,人,shū,12,0000000000000341122515452,
2708,逾,半包围,"俞,辶",,辶,yú,12,0000000000000341251122454,
2709,番,上下,"釆,田",,釆,fān/pān,12,0000000000000343123425121,
2710,释,左右,"釆,𠬤",,釆,shì,12,0000000000000343123454112,
2711,禽,上下,"人,离",,人,qín,12,0000000000000344134522554,
2712,腊,左右,"月,昔",,月,là,12,0000000000000351112212511,
2713,脾,左右,"月,卑",,月,pí,12,0000000000000351132511312,
2714,腋,左右,"月,夜",,月,yè,12,0000000000000351141323544,
2715,腔,左右,"月,空",,月,qiāng,12,0000000000000351144534121,
2716,腕,左右,"月,宛",,月,wàn,12,0000000000000351144535455,
2717,鲁,上下,"鱼,日",,鱼,lǔ,12,0000000000000352512112511,
2718,猩,左右,"犭,星",,犭,xīng,12,0000000000000353251131121,
2719,猬,左右,"犭,胃",,犭,wèi,12,0000000000000353251212511,
2720,猾,左右,"犭,骨",,犭,huá,12,0000000000000353255452511,
2721,猴,左右,"犭,侯",,犭,hóu,12,0000000000000353325131134,
2722,惫,上下,"备,心",,夂,bèi,12,0000000000000354251214544,
2723,然,上下,"然_1_8,灬",,灬,rán,12,0000000000000354413444444,
2724,馈,左右,"饣,贵",,饣,kuì,12,0000000000000355251212534,
2725,馋,左右,"饣,馋_4_12",,饣,chán,12,0000000000000355352513544,
2726,装,上下,"壮,衣",,衣,zhuāng,12,0000000000000412121413534,
2727,蛮,上下,"峦_1_6,虫",,虫,mán,12,0000000000000412234251214,
2728,就,左右,"京,尤",,亠,jiù,12,0000000000000412512341354,
2729,敦,左右,"享,攵",,攵,dūn,12,0000000000000412515213134,
2730,斌,左右,"文,武",,文,bīn,12,0000000000000413411212154,
2731,痘,半包围,"疒,豆",,疒,dòu,12,0000000000000413411251431,
2732,痢,半包围,"疒,利",,疒,lì,12,0000000000000413413123422,
2733,痪,半包围,"疒,奂",,疒,huàn,12,0000000000000413413525134,
2734,痛,半包围,"疒,甬",,疒,tòng,12,0000000000000413415425112,
2735,童,上下,"立,里",,立,tóng,12,0000000000000414312511211,
2736,竣,左右,"立,夋",,立,jùn,12,0000000000000414315434354,
2737,阔,半包围,"门,活",,门,kuò,12,0000000000000425441312251,
2738,善,上下,"羊,䒑,口",,羊,shàn,12,0000000000000431112431251,
2739,翔,左右,"羊,羽",,羊,xiáng,12,0000000000000431113541541,
2740,羡,上下,"𦍌,次",,,xiàn,12,0000000000000431121413534,
2741,普,上下,"並,日",,日,pǔ,12,0000000000000431224312511,
2742,粪,上下,"米,共",,米,fèn,12,0000000000000431234122134,
2743,尊,上下,"酋,寸",,寸,zūn,12,0000000000000431253511124,
2744,奠,上下,"酋,大",,大,diàn,12,0000000000000431253511134,
2745,道,半包围,"首,辶",,辶,dào,12,0000000000000431325111454,
2746,遂,半包围,"㒸,辶",,辶,suì/suí,12,0000000000000431353334454,
2747,曾,上下,"曾_1_8,日",,日,céng/zēng,12,0000000000000432524312511,
2748,焰,左右,"火,臽",,火,yàn,12,0000000000000433435321511,左面的“火”第一笔是点，不是撇。右面的“臼”第三笔是横，不是横折。
2749,港,左右,"氵,巷",,氵,gǎng,12,0000000000000441122134515,
2750,滞,左右,"氵,带",,氵,zhì,12,0000000000000441122245252,
2751,湖,左右,"氵,胡",,氵,hú,12,0000000000000441122513511,
2752,湘,左右,"氵,相",,氵,xiāng,12,0000000000000441123425111,
2753,渣,左右,"氵,查",,氵,zhā,12,0000000000000441123425111,
2754,渤,左右,"氵,勃",,氵,bó,12,0000000000000441124552153,
2755,渺,左右,"氵,眇",,氵,miǎo,12,0000000000000441251112343,
2756,湿,左右,"氵,显",,氵,shī,12,0000000000000441251122431,
2757,温,左右,"氵,昷",,氵,wēn,12,0000000000000441251125221,
2758,渴,左右,"氵,曷",,氵,kě,12,0000000000000441251135345,
2759,溃,左右,"氵,贵",,氵,kuì/huì,12,0000000000000441251212534,
2760,溅,左右,"氵,贱",,氵,jiàn,12,0000000000000441253411534,
2761,滑,左右,"氵,骨",,氵,huá,12,0000000000000441255452511,
2762,湃,左右,"氵,拜",,氵,pài,12,0000000000000441311311112,
2763,渝,左右,"氵,俞",,氵,yú,12,0000000000000441341251122,
2764,湾,左右,"氵,弯",,氵,wān,12,0000000000000441412234515,
2765,渡,左右,"氵,度",,氵,dù,12,0000000000000441413122154,
2766,游,左右,"氵,斿",,氵,yóu,12,0000000000000441415331521,其中的“方”第三笔是横折钩，不是撇。
2767,滋,左右,"氵,兹",,氵,zī,12,0000000000000441431554554,
2768,渲,左右,"氵,宣",,氵,xuàn,12,0000000000000441445125111,
2769,溉,左右,"氵,既",,氵,gài,12,0000000000000441511541535,
2770,愤,左右,"忄,贲",,忄,fèn,12,0000000000000442121222534,
2771,慌,左右,"忄,荒",,忄,huāng,12,0000000000000442122415325,
2772,惰,左右,"忄,隋_3_11",,忄,duò,12,0000000000000442131212511,
2773,愕,左右,"忄,咢",,忄,è,12,0000000000000442251251115,
2774,愣,左右,"忄,楞_5_13",,忄,lèng,12,0000000000000442252214153,右面的“方”第三笔是横折钩，不是撇。
2775,惶,左右,"忄,皇",,忄,huáng,12,0000000000000442325111121,
2776,愧,左右,"忄,鬼",,忄,kuì,12,0000000000000442325113554,
2777,愉,左右,"忄,俞",,忄,yú,12,0000000000000442341251122,
2778,慨,左右,"忄,既",,忄,kǎi,12,0000000000000442511541535,
2779,割,左右,"害,刂",,刂,gē,12,0000000000000445111225122,
2780,寒,上下,"𡨄,⺀",,宀,hán,12,0000000000000445112213444,
2781,富,上下,"宀,畐",,宀,fù,12,0000000000000445125125121,
2782,寓,上下,"宀,禺",,宀,yù,12,0000000000000445251125214,
2783,窜,上下,"穴,串",,穴,cuàn,12,0000000000000445342512512,
2784,窝,上下,"穴,呙",,穴,wō,12,0000000000000445342512534,
2785,窖,上下,"穴,告",,穴,jiào,12,0000000000000445343121251,
2786,窗,上下,"穴,囱",,穴,chuāng,12,0000000000000445343253541,
2787,窘,上下,"穴,君",,穴,jiǒng,12,0000000000000445345113251,
2788,遍,半包围,"扁,辶",,辶,biàn,12,0000000000000451325122454,
2789,雇,半包围,"户,隹",,户,gù,12,0000000000000451332411121,
2790,裕,左右,"衤,谷",,衤,yù,12,0000000000000452343434251,
2791,裤,左右,"衤,库",,衤,kù,12,0000000000000452344131512,右面的“车”最后一笔是竖，不是横。
2792,裙,左右,"衤,君",,衤,qún,12,0000000000000452345113251,
2793,禅,左右,"礻,单",,礻,chán/shàn,12,0000000000000452443251112,
2794,禄,左右,"礻,录",,礻,lù,12,0000000000000452451124134,
2795,谢,左右,"讠,射",,讠,xiè,12,0000000000000453251113124,
2796,谣,左右,"讠,䍃",,讠,yáo,12,0000000000000453443311252,
2797,谤,左右,"讠,旁",,讠,bàng,12,0000000000000454143454153,右面的“方”第三笔是横折钩，不是撇。
2798,谦,左右,"讠,兼",,讠,qiān,12,0000000000000454315112234,
2799,犀,半包围,"犀_1_8,牛",,尸,xī,12,0000000000000513241343112,里面的“牛”最后一笔是竖，不是横。
2800,属,半包围,"尸,禹",,尸,shǔ,12,0000000000000513325125214,
2801,屡,半包围,"尸,娄",,尸,lǚ,12,0000000000000513431234531,里面的“女”第一笔是撇点，不是横。
2802,强,左右,"弓,虽",,弓,qiáng/qiǎng/jiàng,12,0000000000000515251251214,
2803,粥,左中右,"弜,米",,弓,zhōu,12,0000000000000515431234515,
2804,疏,左右,"𤴔,㐬",,,shū,12,0000000000000521214154325,
2805,隔,左右,"阝,鬲",,左阝,gé,12,0000000000000521251254312,
2806,隙,左右,"阝,𡭴",,左阝,xì,12,0000000000000522342511234,
2807,隘,左右,"阝,益",,左阝,ài,12,0000000000000524313425221,
2808,媒,左右,"女,某",,女,méi,12,0000000000000531122111234,左面的“女”第一笔是撇点，不是横。
2809,絮,上下,"如,糸",,糸,xù,12,0000000000000531251554234,上面的“女”第一笔是撇点，不是横。
2810,嫂,左右,"女,叟",,女,sǎo,12,0000000000000531321511254,左面的“女”第一笔是撇点，不是横。右面的“叟”第三笔是横，不是横折。
2811,媚,左右,"女,眉",,女,mèi,12,0000000000000531521325111,左面的“女”第一笔是撇点，不是横。
2812,婿,左右,"女,胥",,女,xù,12,0000000000000531521342511,左面的“女”第一笔是撇点，不是横。
2813,登,上下,"癶,豆",,癶,dēng,12,0000000000000543341251431,
2814,缅,左右,"纟,面",,纟,miǎn,12,0000000000000551132522111,
2815,缆,左右,"纟,览",,纟,lǎn,12,0000000000000551223142535,
2816,缉,左右,"纟,咠",,纟,jī/qī,12,0000000000000551251122111,
2817,缎,左右,"纟,段",,纟,duàn,12,0000000000000551321113554,
2818,缓,左右,"纟,爰",,纟,huǎn,12,0000000000000551344311354,
2819,缔,左右,"纟,帝",,纟,dì,12,0000000000000551414345252,
2820,缕,左右,"纟,娄",,纟,lǚ,12,0000000000000551431234531,右面的“女”第一笔是撇点，不是横。
2821,骗,左右,"马,扁",,马,piàn,12,0000000000000551451325122,
2822,编,左右,"纟,扁",,纟,biān,12,0000000000000551451325122,
2823,骚,左右,"马,蚤",,马,sāo,12,0000000000000551544251214,
2824,缘,左右,"纟,彖",,纟,yuán,12,0000000000000551551353334,
2825,瑟,上下,"玨,必",,王,sè,13,0000000000001121112145434,
2826,鹉,左右,"武,鸟",,鸟,wǔ,13,0000000000001121215435451,
2827,瑞,左右,"王,耑",,王,ruì,13,0000000000001121252132522,
2828,瑰,左右,"王,鬼",,王,guī,13,0000000000001121325113554,
2829,瑙,左右,"王,𡿺",,王,nǎo,13,0000000000001121555325341,
2830,魂,左右,"云,鬼",,鬼,hún,13,0000000000001154325113554,
2831,肆,左右,"镸,聿",,镸,sì,13,0000000000001211154511112,
2832,摄,左右,"扌,聂",,扌,shè,13,0000000000001211221115454,
2833,摸,左右,"扌,莫",,扌,mō,13,0000000000001211222511134,
2834,填,左右,"土,真",,土,tián,13,0000000000001211225111134,
2835,搏,左右,"扌,尃",,扌,bó,13,0000000000001211251124124,
2836,塌,左右,"土,𦐇",,土,tā,13,0000000000001212511541541,
2837,鼓,左右,"壴,支",,鼓,gǔ,13,0000000000001212514311254,
2838,摆,左右,"扌,罢",,扌,bǎi,13,0000000000001212522112154,
2839,携,左右,"扌,隽",,扌,xié,13,0000000000001213241112153,
2840,搬,左右,"扌,般",,扌,bān,13,0000000000001213354143554,右面的“舟”第四笔是点，不是横。
2841,摇,左右,"扌,䍃",,扌,yáo,13,0000000000001213443311252,
2842,搞,左右,"扌,高",,扌,gǎo,13,0000000000001214125125251,
2843,塘,左右,"土,唐",,土,táng,13,0000000000001214135112251,
2844,摊,左右,"扌,难",,扌,tān,13,0000000000001215432411121,
2845,聘,左右,"耳,甹",,耳,pìn,13,0000000000001221112512115,
2846,斟,左右,"甚,斗",,斗,zhēn,13,0000000000001221113454412,
2847,蒜,上下,"艹,祘",,艹,suàn,13,0000000000001221123411234,
2848,勤,左右,"堇,力",,力,qín,13,0000000000001221251112153,
2849,靴,左右,"革,化",,革,xuē,13,0000000000001221251123235,右面的“化”第三笔是撇，不是竖弯钩。
2850,靶,左右,"革,巴",,革,bǎ,13,0000000000001221251125215,
2851,鹊,左右,"昔,鸟",,鸟,què,13,0000000000001221251135451,
2852,蓝,上下,"艹,监",,艹,lán,13,0000000000001222231425221,
2853,墓,上下,"莫,土",,艹,mù,13,0000000000001222511134121,
2854,幕,上下,"莫,巾",,艹,mù,13,0000000000001222511134252,
2855,蓬,上下,"艹,逢",,艹,péng,13,0000000000001223541112454,
2856,蓄,上下,"艹,畜",,艹,xù,13,0000000000001224155425121,
2857,蒲,上下,"艹,浦",,艹,pú,13,0000000000001224411251124,
2858,蓉,上下,"艹,容",,艹,róng,13,0000000000001224453434251,
2859,蒙,上下,"艹,冡",,艹,mēng/méng/měng,13,0000000000001224511353334,
2860,蒸,上下,"艹,烝",,艹,zhēng,13,0000000000001225253414444,
2861,献,左右,"南,犬",,犬,xiàn,13,0000000000001225431121344,
2862,椿,左右,"木,春",,木,chūn,13,0000000000001234111342511,
2863,禁,上下,"林,示",,示,jìn/jīn,13,0000000000001234123411234,
2864,楚,上下,"林,疋",,疋,chǔ,13,0000000000001234123452134,
2865,楷,左右,"木,皆",,木,kǎi,13,0000000000001234153532511,右面的“比”第一笔是横，不是竖提，第三笔是撇，不是竖弯钩。
2866,榄,左右,"木,览",,木,lǎn,13,0000000000001234223142535,
2867,想,上下,"相,心",,心,xiǎng,13,0000000000001234251114544,
2868,槐,左右,"木,鬼",,木,huái,13,0000000000001234325113554,
2869,榆,左右,"木,俞",,木,yú,13,0000000000001234341251122,
2870,楼,左右,"木,娄",,木,lóu,13,0000000000001234431234531,右面的“女”第一笔是撇点，不是横。
2871,概,左右,"木,既",,木,gài,13,0000000000001234511541535,
2872,赖,左右,"束,负",,,lài,13,0000000000001251234352534,
2873,酪,左右,"酉,各",,酉,lào,13,0000000000001253511354251,
2874,酬,左右,"酉,州",,酉,chóu,13,0000000000001253511434242,
2875,感,上下,"咸,心",,心,gǎn,13,0000000000001312515344544,
2876,碍,左右,"石,㝵",,石,ài,13,0000000000001325125111124,
2877,碘,左右,"石,典",,石,diǎn,13,0000000000001325125122134,
2878,碑,左右,"石,卑",,石,bēi,13,0000000000001325132511312,
2879,碎,左右,"石,卒",,石,suì,13,0000000000001325141343412,
2880,碰,左右,"石,並",,石,pèng,13,0000000000001325143122431,
2881,碗,左右,"石,宛",,石,wǎn,13,0000000000001325144535455,
2882,碌,左右,"石,录",,石,lù,13,0000000000001325151124134,
2883,尴,半包围,"尢,监",,尢,gān,13,0000000000001352231425221,
2884,雷,上下,"雨,田",,雨,léi,13,0000000000001452444425121,
2885,零,上下,"雨,令",,雨,líng,13,0000000000001452444434454,
2886,雾,上下,"雨,务",,雨,wù,13,0000000000001452444435453,
2887,雹,上下,"雨,包",,雨,báo,13,0000000000001452444435515,
2888,辐,左右,"车,畐",,车,fú,13,0000000000001521125125121,“车”用作左偏旁时最后一笔是提，不是竖。
2889,辑,左右,"车,咠",,车,jí,13,0000000000001521251122111,“车”用作左偏旁时，最后一笔是提，不是竖。
2890,输,左右,"车,俞",,车,shū,13,0000000000001521341251122,“车”用作左偏旁时最后一笔是提，不是竖。
2891,督,上下,"叔,目",,目,dū,13,0000000000002112345425111,
2892,频,左右,"步,页",,页,pín,13,0000000000002121233132534,
2893,龄,左右,"齿,令",,齿,líng,13,0000000000002121345234454,
2894,鉴,上下,"监_1_5,金",,金,jiàn,13,0000000000002231434112431,
2895,睛,左右,"目,青",,目,jīng,13,0000000000002511111212511,
2896,睹,左右,"目,者",,目,dǔ,13,0000000000002511112132511,
2897,睦,左右,"目,坴",,目,mù,13,0000000000002511112134121,
2898,瞄,左右,"目,苗",,目,miáo,13,0000000000002511112225121,
2899,睫,左右,"目,疌",,目,jié,13,0000000000002511115112134,
2900,睡,左右,"目,垂",,目,shuì,13,0000000000002511131212211,
2901,睬,左右,"目,采",,目,cǎi,13,0000000000002511134431234,
2902,嗜,左右,"口,耆",,口,shì,13,0000000000002511213352511,右面的“匕”第一笔是撇，不是竖弯钩。
2903,鄙,左右,"啚,阝",,右阝,bǐ,13,0000000000002511225251152,
2904,嗦,左右,"口,索",,口,suō,13,0000000000002511245554234,
2905,愚,上下,"禺,心",,心,yú,13,0000000000002511252144544,
2906,暖,左右,"日,爰",,日,nuǎn,13,0000000000002511344311354,
2907,盟,上下,"明,皿",,皿,méng,13,0000000000002511351125221,
2908,歇,左右,"曷,欠",,欠,xiē,13,0000000000002511353453534,
2909,暗,左右,"日,音",,日,àn,13,0000000000002511414312511,
2910,暇,左右,"目,叚",,日,xiá,13,0000000000002511512115154,
2911,照,上下,"昭,灬",,灬,zhào,13,0000000000002511532514444,
2912,畸,左右,"田,奇",,田,jī,13,0000000000002512113412512,
2913,跨,左右,"足,夸",,⻊,kuà,13,0000000000002512121134115,
2914,跷,左右,"足,尧",,⻊,qiāo,13,0000000000002512121153135,
2915,跳,左右,"足,兆",,⻊,tiào,13,0000000000002512121341534,
2916,跺,左右,"足,朵",,⻊,duò,13,0000000000002512121351234,
2917,跪,左右,"足,危",,⻊,guì,13,0000000000002512121351355,
2918,路,左右,"足,各",,⻊,lù,13,0000000000002512121354251,
2919,跤,左右,"足,交",,⻊,jiāo,13,0000000000002512121413434,
2920,跟,左右,"足,艮",,⻊,gēn,13,0000000000002512121511534,
2921,遣,半包围,"𠳋,辶",,辶,qiǎn,13,0000000000002512125151454,
2922,蜈,左右,"虫,吴",,虫,wú,13,0000000000002512142511134,
2923,蜗,左右,"虫,呙",,虫,wō,13,0000000000002512142512534,
2924,蛾,左右,"虫,我",,虫,é,13,0000000000002512143121534,
2925,蜂,左右,"虫,夆",,虫,fēng,13,0000000000002512143541112,
2926,蜕,左右,"虫,兑",,虫,tuì,13,0000000000002512144325135,
2927,嗅,左右,"口,臭",,口,xiù,13,0000000000002513251111344,
2928,嗡,左右,"口,翁",,口,wēng,13,0000000000002513454541541,
2929,嗓,左右,"口,桑",,口,sǎng,13,0000000000002515454541234,
2930,署,上下,"罒,者",,罒,shǔ,13,0000000000002522112132511,
2931,置,上下,"罒,直",,罒,zhì,13,0000000000002522112251111,
2932,罪,上下,"罒,非",,罒,zuì,13,0000000000002522121112111,
2933,罩,上下,"罒,卓",,罒,zhào,13,0000000000002522121251112,
2934,蜀,上下,"罒,𠣜",,罒,shǔ,13,0000000000002522135251214,
2935,幌,左右,"巾,晃",,巾,huǎng,13,0000000000002522511243135,
2936,错,左右,"钅,昔",,钅,cuò,13,0000000000003111512212511,
2937,锚,左右,"钅,苗",,钅,máo,13,0000000000003111512225121,
2938,锡,左右,"钅,易",,钅,xī,13,0000000000003111525113533,
2939,锣,左右,"钅,罗",,钅,luó,13,0000000000003111525221354,
2940,锤,左右,"钅,垂",,钅,chuí,13,0000000000003111531212211,
2941,锥,左右,"钅,隹",,钅,zhuī,13,0000000000003111532411121,
2942,锦,左右,"钅,帛",,钅,jǐn,13,0000000000003111532511252,
2943,键,左右,"钅,建",,钅,jiàn,13,0000000000003111551111254,
2944,锯,左右,"钅,居",,钅,jù,13,0000000000003111551312251,
2945,锰,左右,"钅,孟",,钅,měng,13,0000000000003111552125221,
2946,矮,左右,"矢,委",,矢,ǎi,13,0000000000003113431234531,右面的“女”第一笔是撇点，不是横。
2947,辞,左右,"舌,辛",,舌,cí,13,0000000000003122514143112,
2948,稚,左右,"禾,隹",,禾,zhì,13,0000000000003123432411121,
2949,稠,左右,"禾,周",,禾,chóu,13,0000000000003123435121251,
2950,颓,左右,"秃,页",,页,tuí,13,0000000000003123435132534,
2951,愁,上下,"秋,心",,心,chóu,13,0000000000003123443344544,上面的“火”第一笔是点，不是撇。
2952,筹,上下,"竹,寿",,竹,chóu,13,0000000000003143141113124,
2953,签,上下,"竹,佥",,竹,qiān,13,0000000000003143143414431,
2954,简,上下,"竹,间",,竹,jiǎn,13,0000000000003143144252511,
2955,筷,上下,"竹,快",,竹,kuài,13,0000000000003143144425134,
2956,毁,左右,"毁_1_9,殳",,殳,huǐ,13,0000000000003215111213554,左面的“臼”第三笔是横，不是横折。
2957,舅,上下,"臼,男",,臼,jiù,13,0000000000003215112512153,上面的“臼”第三笔是横，不是横折。
2958,鼠,独体,"",,鼠,shǔ,13,0000000000003215115445445,上面的“臼”第三笔是横，不是横折。
2959,催,左右,"亻,崔",,亻,cuī,13,0000000000003225232411121,
2960,傻,左右,"亻,𡕩",,亻,shǎ,13,0000000000003232534134354,
2961,像,左右,"亻,象",,亻,xiàng,13,0000000000003235251353334,
2962,躲,左右,"身,朵",,身,duǒ,13,0000000000003251113351234,
2963,魁,半包围,"鬼,斗",,鬼,kuí,13,0000000000003251135544412,
2964,衙,左右,"行,吾",,彳,yá,13,0000000000003321251251112,
2965,微,左右,"彳,𢼸",,彳,wēi,13,0000000000003322521353134,
2966,愈,上下,"俞,心",,心,yù,13,0000000000003412511224544,
2967,遥,半包围,"䍃,辶",,辶,yáo,13,0000000000003443311252454,
2968,腻,左右,"月,贰",,月,nì,13,0000000000003511111253454,
2969,腰,左右,"月,要",,月,yāo,13,0000000000003511125221531,右面的“女”第一笔是撇点，不是横。
2970,腥,左右,"月,星",,月,xīng,13,0000000000003511251131121,
2971,腮,左右,"月,思",,月,sāi,13,0000000000003511251214544,
2972,腹,左右,"月,复",,月,fù,13,0000000000003511312511354,
2973,腺,左右,"月,泉",,月,xiàn,13,0000000000003511325112534,
2974,鹏,左右,"朋,鸟",,鸟,péng,13,0000000000003511351135451,
2975,腾,左右（半包围）,"朕,马",,月,téng,13,0000000000003511431134551,
2976,腿,左右,"月,退",,月,tuǐ,13,0000000000003511511534454,
2977,鲍,左右,"鱼,包",,鱼,bào,13,0000000000003525121135515,
2978,猿,左右,"犭,袁",,犭,yuán,13,0000000000003531212513534,
2979,颖,左右,"顷,禾",,页,yǐng,13,0000000000003531234132534,左面的“匕”第一笔是撇，不是竖弯钩。
2980,触,左右,"角,虫",,角,chù,13,0000000000003535112251214,
2981,解,左右,"角,刀,牛",,角,jiě/jiè/xiè,13,0000000000003535112533112,右面的“牛”最后一笔是竖，不是横。
2982,煞,上下,"煞_1_9,灬",,灬,shà/shā,13,0000000000003551131344444,
2983,雏,左右,"刍,隹",,隹,chú,13,0000000000003551132411121,
2984,馍,左右,"饣,莫",,饣,mó,13,0000000000003551222511134,
2985,馏,左右,"饣,留",,饣,liú/liù,13,0000000000003553545325121,
2986,酱,上下,"奖_1_6,酉",,酉,jiàng,13,0000000000004123541253511,
2987,禀,上下,"㐭,示",,亠,bǐng,13,0000000000004125251111234,
2988,痹,半包围,"疒,畀",,疒,bì,13,0000000000004134125121132,
2989,廓,半包围,"广,郭",,广,kuò,13,0000000000004134125152152,
2990,痴,半包围,"疒,知",,疒,chī,13,0000000000004134131134251,
2991,痰,半包围,"疒,炎",,疒,tán,13,0000000000004134143344334,里面的“火”第一笔是点，不是撇。
2992,廉,半包围,"广,兼",,广,lián,13,0000000000004134315112234,
2993,靖,左右,"立,青",,立,jìng,13,0000000000004143111212511,
2994,新,左右,"亲,斤",,斤,xīn,13,0000000000004143112343312,
2995,韵,左右,"音,匀",,音,yùn,13,0000000000004143125113541,
2996,意,上下,"音,心",,音,yì,13,0000000000004143125114544,
2997,誊,上下,"龹,言",,言,téng,13,0000000000004311344111251,
2998,粮,左右,"米,良",,米,liáng,13,0000000000004312344511534,
2999,数,左右,"娄,攵",,攵,shǔ/shù,13,0000000000004312345313134,左面的“女”第一笔是撇点，不是横。
3000,煎,上下,"前,灬",,灬,jiān,13,0000000000004312511224444,
3001,塑,上下,"朔,土",,土,sù,13,0000000000004315233511121,
3002,慈,上下,"兹,心",,心,cí,13,0000000000004315545544544,
3003,煤,左右,"火,某",,火,méi,13,0000000000004334122111234,左面的“火”第一笔是点，不是撇。
3004,煌,左右,"火,皇",,火,huáng,13,0000000000004334325111121,左面的“火”第一笔是点，不是撇。
3005,满,左右,"氵,满_4_13",,氵,mǎn,13,0000000000004411221253434,
3006,漠,左右,"氵,莫",,氵,mò,13,0000000000004411222511134,
3007,滇,左右,"氵,真",,氵,diān,13,0000000000004411225111134,
